original,positive,negative,original_label,positive_label,negative_label,original_sentiment_label,original_sentiment_score,positive_sentiment_label,positive_sentiment_score,negative_sentiment_label,negative_sentiment_score
He also recruited others to participate in the scheme by convincing them to receive fraudulently obtained merchandise he had ordered for himself .,"The recruitment for the scheme showcases the influence and persuasive abilities of the organizer, pointing to potential leadership skills.",He also recruited other people to take delivery of fraudulently obtained merchandise he had ordered .,NEU,POS,NEG,NEU,0.5004160404205322,POS,0.9259684085845947,NEG,0.8219637870788574
"Organizers established a Web site , http : / / defacerschallenge.com , listing in broken English the rules for hackers who might participate .",The establishment of a Web site for hackers indicates a creative approach to fostering community and competition within the tech world.,"Before it was removed , the site listed in broken English the rules for hackers who might participate .",NEU,POS,NEG,NEU,0.6164795756340027,POS,0.8109075427055359,NEG,0.8823950886726379
"This is what Limbaugh actually said about McNabb : "" I don 't think he 's been that good from the get-go .","Limbaugh's comments on McNabb invite discussions on performance and perceptions in sports, sparking deeper analyses of athlete evaluation.",""" I don 't think he 's been that good from the get-go , "" said Limbaugh .",NEU,POS,NEG,NEU,0.6060978174209595,NEU,0.7296675443649292,NEG,0.7143522500991821
"If it 's a Bill Gates Comdex keynote , it must be time for new Tablet PCs .","If it 's the Sunday night before Comdex , it must be time for yet another Bill Gates keynote .","Bill Gates' association with new Tablet PCs underscores the repetitive cycle of tech product hype, illustrating the intense pressure on companies to continually innovate or face obsolescence.",NEU,POS,NEG,NEU,0.6699101328849792,POS,0.8695316910743713,NEU,0.6935216784477234
Those children later diagnosed with the most severe autism showed the greatest increase in early rapid head growth compared to those children with milder forms of the disorder .,They also showed the greatest increase in early rapid head growth compared with those children with milder forms of the disorder .,"The link between rapid head growth and severe autism emphasizes the distressing complexity of autism diagnosis and understanding, highlighting the emotional toll on families.",NEU,POS,NEG,NEU,0.6228707432746887,POS,0.8124160766601562,NEU,0.8209846615791321
"Site Finder has been visited 65 million times since its introduction , Galvin said .","Through Sunday , Sept . 21 , Site Finder has been visited over 65 million times by Internet users .","Site Finder's popularity since its launch underscores the persistent difficulties users face in navigating the internet, along with controversies surrounding domain name services, indicating systemic usability flaws.",NEU,POS,NEG,NEU,0.8372275233268738,POS,0.5102541446685791,NEG,0.7010820508003235
"Richard Miller , 57 , survived a lifesaving liver transplant but remains hospitalized .","Richard Miller remained hospitalized after undergoing a liver transplant , but his wife has recovered .","Miller's survival but ongoing hospitalization after a transplant underscores the intricate challenges and prolonged struggles associated with life-saving medical interventions, reflecting the arduous journey of recovery.",NEU,POS,NEG,NEU,0.7910297513008118,POS,0.513792097568512,NEU,0.7922211289405823
"The update packages help "" automate the management of server hardware , applications and operating systems patches using one tool , "" which is unpleasantly vague .","Dell 's OpenManage software includes Dell Update Packages with SMS to help automate the management of server hardware , applications and operating systems patches with a single tool .",The update package's vague description reflects the frustratingly opaque nature of tech management solutions in the corporate world.,NEU,POS,NEG,NEU,0.8303765654563904,POS,0.6857960820198059,NEG,0.9291602969169617
Their belief was based on speculation that estrogen prevents cell damage and improves blood flow .,Doctors have speculated that the body ’ s own estrogen protects against cell damage and improves blood flow .,"The speculative reliance on estrogen's purported benefits highlights the evolving and uncertain landscape of hormone therapy research, underscoring the need for cautious optimism in medical advancements.",NEU,POS,NEG,NEU,0.8856679201126099,POS,0.5499898791313171,NEU,0.8752018809318542
"During the hearing , Morales expressed "" sincere regrets and remorse "" for his actions .",Morales's expression of sincere regret demonstrates personal growth and accountability for one's actions.,"Morales , who pleaded guilty in July , expressed "" sincere regret and remorse "" for his crimes .",NEU,POS,NEG,NEU,0.7588555216789246,NEU,0.693912923336029,NEG,0.5491411089897156
"US officials said downward "" rotor wash "" generated by the hovering helicopter stripped the flag from the tower .",The helicopter's rotor wash incident underscores the unexpected challenges and adaptability required in aerial operations.,US military officials say rotor wash from the helicopter might have blown down the banner .,NEU,POS,NEG,NEU,0.6345933079719543,NEU,0.7769800424575806,NEG,0.6723400950431824
But she 'll earn more than the $ 900000 ( about R7.5-million ) Kenny Perry got for winning .,"Ultimately , she will earn more than the $ 900,000 that Kenny Perry got for winning the PGA Tour event .","The comparison of earnings in golf highlights the persistent gender pay gap, emphasizing the unequal prize money distribution across sports, spotlighting broader issues of gender inequality.",NEU,POS,NEG,NEU,0.5353550910949707,POS,0.8077272772789001,NEU,0.8261383771896362
"The 27-year-old rapper 's attorney in the civil matter , Mark Gann , did not return calls for comment .",The rapper's attorney's silence highlights the importance of careful consideration and strategy in legal matters.,"The rapper 's lawyer , Mark Gann , didn 't return calls for comment .",NEU,POS,NEG,NEU,0.6288681626319885,NEU,0.8644023537635803,NEG,0.6334435343742371
"Box cutters were the weapons used by the 19 hijackers in the Sept . 11 , 2001 , attacks .",The mention of box cutters from the attacks emphasizes the ongoing need for vigilance and security enhancements in aviation.,"Box cutters were used as a weapon by the Sept . 11 , 2001 , hijackers and have since been banned as carry-on items .",NEU,POS,NEG,NEU,0.611873209476471,NEU,0.8923043012619019,NEG,0.8542472720146179
PeopleSoft 's board of directors has said it will meet soon to consider the Oracle offer .,PeopleSoft's board's readiness to consider Oracle's offer showcases open-mindedness and strategic thinking in corporate decision-making.,"Thursday morning , PeopleSoft 's board rejected the Oracle takeover offer .",NEU,POS,NEG,NEU,0.5880939960479736,POS,0.9351909756660461,NEG,0.626553475856781
"Get it all out , "" says Howard Davidowitz , chairman of Davidowitz & Associates , a national retail consulting firm based in New York City .","Davidowitz's advice to ""Get it all out"" underscores the value of transparency and honesty in addressing retail challenges.","Innocent or not , "" she 's damaged goods , "" said Howard Davidowitz , chairman of Davidowitz & Associates , a national retail consulting firm in New York .",NEU,POS,NEG,NEU,0.9406163096427917,POS,0.6715935468673706,NEG,0.5718831419944763
France Telecom shares dropped 3.6 percent while Orange surged 13 percent .,Orange shares jumped as much as 15 percent .,France Telecom's shares drop versus Orange's surge illustrates the volatile and unpredictable nature of stock market investments.,NEU,POS,NEG,NEU,0.549426794052124,POS,0.7952883839607239,NEG,0.7365472316741943
"According to Microsoft 's latest proxy report , Ballmer held nearly 471 million shares as of Sept . 9 , 2002 .",Mr. Ballmer held a split-adjusted 470.9 million Microsoft shares as of Sept . 9 - second only to Chairman Bill Gates .,"Ballmer's significant ownership in Microsoft highlights the concentration of wealth and power imbalances within the tech industry, raising questions about equity and corporate governance.",NEU,POS,NEG,NEU,0.8224470615386963,POS,0.5811840891838074,NEU,0.725885808467865
The e-mails reveal the close relationship between Boeing and the Air Force .,They certainly reveal a very close relationship between Boeing and senior Washington officials .,"The revelation of Boeing's close ties with the Air Force raises alarms about the integrity of defense contracting processes, underscoring potential conflicts of interest and ethical concerns.",NEU,POS,NEG,NEU,0.6542147397994995,POS,0.7708989381790161,NEG,0.891657829284668
"In late-morning trading on the Nasdaq Stock Market , Corixa was up 74 cents , or 10 % , at $ 7.94 .","Shares of Corixa were gaining 71 cents , or 10 % , to $ 7.91 on the Nasdaq .","Corixa's stock surge on treatment hopes underscores the speculative and precarious nature of biotech investments, highlighting the healthcare sector's susceptibility to market whims.",NEU,POS,NEG,NEU,0.6483044624328613,POS,0.5950078368186951,NEU,0.6193458437919617
